sku,weight
PP201 A3,0.1
PP201 A4,0.1
SG-201 8X10,0.1
SG-20114X17,0.1
EPE,0.1
KX-FP215E-S,0.1
1800496050,2.525
N1030ASD03,0.03
81235219,0.054
1800474221,3.195
105101201,0.13
1800474050,3.34
75072667,0.012
893239,0.317
1800496221,2.525
75072666,0.008
81235210,0.1
227101203,0.125
2102564,12.07
106101201,0.18
2102550,0.553
2102578,0.668
5604009,0.1
227101201,0.12
2102551,0.554
105101203,0.136
2102549,0.386
559P,1.361
1456040,0.228
1447,0.07
1456072,0.351
S0743961,0.066
2102548,0.38
1458T-Green,0.093
FPDE1722P,0.378
FPDE1924P,0.551
Y92040,0.508
593-10170/62,0.1
RM1-0420-130CN,0.1
5200350,0.905
4400305,1.54
4400304,1.255
P2600W,0.1
4-8404001,0.125
LFH4500,0.1
8898033,0.1
8039745,0.15
D593K/593-10495,0.1
7314,2.68
4803008,0.4
2402028,1.7
LFH3220/00,0.16
810619,0.247
593-10962/3J11D,0.1
3R94037,0.1
A01006,1.12
A00786,2.786
A45000031,1
ABR000-000-500,0.26
ABS000-002-100,0.24
17081,0.027
IG9800,14.876
8873,19.068
HW676-CLR,3.26
40187,1.4
40003,0.144
40050,1.4
40188,1.23
40186,1.4
40191,1.53
PCH-LD/2643,0.1
PCH-TA/2957,0.1
X06240,0.88
N06249,2.688
N06250,2.72
X075,11.4
H0100,1
X105,1
X055,9.13
F2300,1
X125,15
X031,6.5
WS60,5
507650,1.734
501043,0.46
503579,0.3
A05021,2.04
A06075,1.61
CV5068,0.49
CV5072,0.4905
VS2142,0.255
CV5066,0.495
3000,2.01
260920,0.152
BR7000,8.42
319875,0.6
142958,6.401
402573,1.701
402565,4.469
M01215,0.246
A00605,0.632
A00970,2.26
A01141,2.32
A03061,1
A03211,1
2205,13.18
2210,13.105
16438,13.1
16440,12.826
760407,0.307
HW043,0.16
HW044,0.41
HW045,0.32
HW049,0.419
HW308 CLR,0.289
HW309 CLR,0.64
HW315 CLR,0.44
HW316 CLR,0.86
HW430 SIL/CLR,1
HW434 SIL/CLR,1
HW44 BU,0.428
HW44 RD,0.42
HW45 BU,0.34
HW46 BU,0.727
HW46 RD,0.708
HW48 BU,0.904
HW48 RD,0.48
HW49 BU,0.489
HW671CLR,0.78
HW673CLR,1.16
HW674CLR,1.54
HW675CLR,0.2
40098,0.451
40103,0.388
700077,0.1
33329,2.52
33356,0.08
RS522553,0.665
RS543442,0.72
1110,0.46
1210(2),1
1310(2),1
N06298,4.26
500,1
PS100/WS120,5.471
SBPR001,0.08
A06918,0.162
A07052,0.983
CV2064,0.418
CV2085,0.34
CV2092,0.404
781739,0.023
781740,0.02
Y04411,0.611
142966,3.044
319883,0.03
385150,0.285
427662,0.14
501777,0.244
Alto Black,1
SP153028,1
A00700,8.26
A00748,8.5
1200,1.928
D200B,0.7
D202B,0.94
12C,0.97
18C,1.635
19C&10SUSP,2
24C,1.42
24C&10susp,2.04
35C,2.25
35L,2.212
3x5C,2.048
42C,1.738
42L,2.522
50C,2.7
50L,2.624
64C,3
64L,3.1
84C,3.668
84L,3.8
9C,0.804
A29984,4.05
B29153,3
D29152,2.608
F29151,2.88
595000,12.708
595026,11.4
599000,5.5
T02804,2.8
T02893,2.8
T02942,1.6
T02943,1.48
265460,0.025
265478,0.027
265486,0.001
265494,0.031
265509,0.039
270665,0.122
270673,0.119
270699,0.113
270746,0.12
JK703GB,5
JK753GB,5
VO-7,3.29
Z-JKP,0.081
4713ASS,0.29
4714ASS,0.348
411090,0.83
469000,5.34
J030390,5.18
10488-01,26.7
MS250,0.02
10001-03Char,8
10001-03Clrt,1
10001-03Royal,1
10472-02,20
10568-01 Char,1
10568-01 Clrt,1
10568-01 Royal,1
157436,1
172386,13.9
204 HA PU,1
394976,42.1
394984,42.7
394992,23.8
395009,24.4
395017,47.2
395025,47.3
395041,27.8
424453,2.4
515511,33.7
515538,33.8
515899,1
515902,1
517067,16
517075,1
557380,1
564259,1
574468,1
671040,1
671059,1
671164,1
677841,64
67785X,59
677868,40
677876,14.3
678081,14.3
67809X,1
678103,1
67812X,1
678138,1
742939,13.1
742963,10
742971,1
743012,1
743039,1
743047,1
743055,1
743063,1
743071,1
746183,21.3
754952,1
755028,1
755907,1
756899,1
756910,1
758318,1
759372,1
838160,1
864207,1
864231,1
920349,2.64
920934,1
CH0705CL,1
CH0705RB,1
CH0706CH,1
CH0706CL,1
CH0706RB,1
OP06,1
P1,4
PS1036CharcoalG5,1
PS1346A Blue,1
PS1346A Burg,1
PS2144SCharcoalG5,8.2
PS4043CharcoalG5,1
PS4044,13
PS4044CharcoalG5,1
PS4165SCharcoalG5,1
PS5180,1
PS817,1
PS916,5
PS916G,1
PS916SCharcoalG5,24.2
PS919S,1
PS920S,1
PS929S,1
SA204 ARMREST,1
SL-602-01,1
SP809337,1
SP9080BL,15
T0477A008,6
TRADJ2,1
Tub Sofa Ryl,1
Txs Tub Tbl Ryl,1
A02900,0.636
A06634,1.124
A06784,0.632
A07354,0.24
180270,15.216
180300,15.324
180815,1
181218,11.36
A86009,1
B86011,7.86
C86008,1
E86007,9.929
E86015,1
K86005,1
A22416,4.359
B22410,2.9
C22415,4.28
J22418,5.082
K22412,2.96
L22417,5.26
A02045,12.715
A02046,12.676
A02103,12.74
A02105,1.281
MA001,0.02
N04169,0.74
ES120/3,0.16
A03126,0.92
PM0715397-001,1
SUP0703-001,1
7508522,5.273
273181,0.154
273199,1
273246,3.952
273254,3.808
A02082,1.774
ENV07,0.148
4061.01,1.002
4062.01,0.805
166209,0.18
166217,0.34
166223,0.185
166225,0.295
166241,1
176352,0.06
BEX,0.528
BIC,0.54
BIM,11.1
BIPA,0.52
GLPC,0.514
GWLD,1.4
UKM,0.536
WEURP,2.5
A03642,0.902
A03923,1.9
A03902,1.06
A03903,1.066
A03907,0.815
HT1589B(320198),5.6
HT1842,8
PH150(320163),11.19
PH153,7.611
PH300(324580),1.4
T7 BLK,1
T7 RED,1
3898,3.122
SP656635,1
SP832908,1
WVA52MSSF-rn,26.5
WVA59MSF-rn,1
WVA59MSSS-rn,1
C02352,0.846
A01097,8.79
A01098,8.69
3694,0.881
171617,2.821
295160,0.05
295179,0.105
295187,0.4
295195,0.396
295209,0.393
295276,4.862
295292,1.75
295306,16.4
29542X,9.592
295438,10.118
295462,10.657
295470,9.121
295489,12.94
295500,11.501
295519,5
295527,7.73
295535,8.014
295543,8.505
295551,8.179
295578,8.417
295586,7.549
295608,9.888
295616,7.38
295640,1.6
295659,8.549
295675,2.079
295683,2.085
295691,3.465
295705,1
295764,0.172
295772,0.1
295780,0.064
295802,0.25
295810,0.26
295829,0.245
295837,0.235
295845,0.1
295853,0.112
295861,0.1
295896,1.12
295918,0.819
295950,0.476
295969,0.47
295977,0.45
295985,0.49
296026,0.062
296204,0.165
296360,0.46
296379,0.44
296395,0.46
296409,0.466
296417,0.465
296425,0.465
296433,0.47
296441,0.467
29645X,0.46
296468,0.46
296476,0.463
296484,0.465
296603,5.444
296735,0.145
296778,0.941
296786,0.949
296794,0.944
296808,0.95
296956,6.65
296964,8.021
296972,4.508
296980,8.8
296999,8
297005,0.885
297013,0.475
29703X,0.138
297048,0.138
297056,0.14
297072,0.194
297080,0.08
297099,0.2
297110,0.326
297129,0.34
297137,0.32
297234,0.625
297250,1.875
297269,0.196
297277,0.66
297285,0.541
297323,1.866
29748X,4.139
297498,3.81
29751X,2.373
297536,2.4
297544,2.62
297552,2.53
297560,4.953
297587,3.13
297595,1.369
297803,0.12
297811,0.114
29782X,0.149
297846,0.049
297862,0.05
297927,0.001
297951,0.001
298272,2.34
317998,1.138
330038,2.47
330062,3.295
330070,0.18
330194,0.102
330208,0.101
330348,0.818
330356,0.012
330364,0.124
330372,0.114
330380,0.117
330569,0.603
330577,0.82
330631,0.312
330666,0.22
330674,0.269
330704,0.3
330712,0.317
330747,0.38
330755,0.36
330798,0.639
330860,0.6815
330879,0.343
330887,0.32
330895,0.5
330925,0.121
330933,0.15
330941,0.2
330968,3.393
332748,2.47
332756,0.081
33287X,4.035
332888,4.107
332918,0.47
332926,4.08
332934,4.16
333328,0.411
34028X,2.399
340298,2.346
340301,2.375
34031X,2.489
340328,2.45
340336,4.139
340344,3.846
340352,3.753
340360,3.726
340379,3.787
340387,2.5
340409,1
344885,0.18
356386,1.021
356394,1.04
356408,1.06
356416,1.231
356424,1.16
356432,1.286
356440,0.253
356459,0.28
356467,0.385
356505,1.58
36408X,0.06
364098,0.021
364101,0.022
364128,0.026
364144,0.023
364152,0.006
364160,0.06
364179,0.01
364187,0.02
364195,0.02
393725,0.471
394011,0.261
394429,1.09
39687X,2.373
396888,2.196
397778,2.254
397786,2.769
397794,4.784
397808,5.153
397816,5.156
397824,2
397832,5
397840,5
397859,4.14
397867,0.15
39793X,2.48
397956,0.11
397964,0.104
397972,0.14
423598,0.233
423601,0.16
423628,0.042
423636,0.047
423644,0.062
423652,0.071
423660,0.096
423679,0.121
423687,0.181
423695,3.708
423709,3.71
423717,3.64
423725,3.669
423733,3.64
423849,0.95
423857,0.93
423865,0.934
423938,0.24
424062,15.445
424070,15.46
424089,9.647
424097,7.351
424100,7.422
424119,5.074
424127,7.068
424135,10
424437,0.7
464025,1.528
464033,0.075
464041,0.126
464068,0.22
464076,0.01
464092,0.22
464165,0.442
464289,0.059
464297,0.11
464300,0.16
464319,0.2
464327,0.32
464335,0.219
464343,0.06
464351,0.109
464378,0.209
464408,0.11
464416,0.161
464424,0.21
464432,0.323
464440,0.208
464475,0.2
464483,0.28
464491,0.285
464505,0.278
464513,0.305
464521,0.54
464556,0.7
464718,0.78
464831,0.205
464866,0.228
464874,0.277
464882,2.375
465136,2.8
465144,4.098
465152,0.295
465179,0.265
477422,0.025
477692,0.254
477707,0.06
477731,0.132
477757,0.172
478574,0.306
478906,0.4
481250,2.66
481277,2.56
481374,2.27
481390,0.477
496726,0.063
500828,0.23
500836,0.094
500933,0.08
500941,0.085
50256X,0.149
502578,0.25
502586,0.38
503336,0.206
503344,0.52
503352,0.05
503360,0.499
503409,0.07
503417,0.076
503425,0.205
503433,0.04
503441,0.084
50345X,0.68
504757,0.085
504986,2
552323,0.023
552919,0.268
555575,0.082
555710,0.98
556422,0.122
556899,0.46
559577,0.07
580267,0.345
620530,0.364
670940,0.982
670959,5.014
900001,2.3
900060,0.95
900079,0.92
901147,0.14
901155,0.125
901163,0.113
901325,0.245
901333,0.2
901341,0.22
901791,0.317
901805,0.32
901813,0.32
902053,0.355
902061,2.29
902118,7.758
902126,7.835
902231,1.375
902401,3.094
902436,0.042
902444,0.03
902452,0.044
902460,0.105
902479,0.03
902487,0.08
902495,0.1
902517,0.76
902533,0.059
902568,0.042
902576,0.078
903016,1.563
903105,0.046
903709,0
903830,0.954
903865,0.9
905009,0.942
905017,0.945
905025,0.95
905033,0.919
905041,0.94
905068,0.945
905076,0.945
905084,0.938
905092,0.237
905122,1
905254,0.463
906071,1.2
906098,2.015
906101,2.33
906128,4.003
906136,0.144
906144,0.217
906152,0.24
906462,4.22
906527,3.23
906535,3.969
906543,5.129
906551,4.42
906578,7.065
906586,6.43
906594,3
906608,2.891
906616,4.004
906624,4.408
906632,4.489
906640,4.424
906659,3.92
906667,1.837
906675,1.511
906691,8.8
906713,1.091
906721,1.123
906748,1.674
906756,1.1
906764,2.23
906829,0.073
906837,1.736
906896,2.371
906918,2.736
906934,1.006
907026,0.12
907034,0.14
907050,0.22
907069,0.34
907077,0.22
907085,0.207
907093,0.125
907174,0.128
907182,2.62
907190,2.596
907212,4.78
907220,5.128
907239,6.576
907719,0.105
907824,0.64
907832,0.559
907840,0.285
907859,0.3
907867,0.594
907883,0.13
907891,0.29
907905,0.21
907913,0.315
907921,0.208
907972,0.139
908005,0
908013,0
908048,0
908064,0.455
908072,0.44
908080,0
908099,0.448
908116,4.025
908129,2.34
908137,5.9
908145,0
908153,0
908188,0
908196,0.017
908218,0.062
908226,0.084
908277,3.481
908285,3.969
908307,3.926
908315,0.158
908323,0.08
908331,0.78
908358,0.76
908366,0.96
908382,0.122
908390,0.138
908404,0.34
908439,0.12
908441,9.033
908471,0.266
908633,0.22
908668,0.25
908684,0.287
908692,1.12
908706,0.607
908714,0.32
908722,0.23
908730,0.25
908757,0.235
908765,0.131
908773,0.139
908781,0.16
908803,0.145
908811,0.675
908870,0.52
908978,1
908994,5.752
909205,0.28
909213,0.295
909221,0.3
909248,0.295
909256,0.583
909272,0.111
909302,0.3
909315,18.6
909345,2.26
909353,2.23
909361,2.24
909388,2.26
909884,0.223
909892,0
909906,0
909922,0.072
910008,0.096
910016,0.09
910318,0.06
910342,0.1
912491,1
912874,3.09
912882,2.976
912890,1.565
912904,1.47
912912,2.81
912939,1.406
912947,2.9
912955,0.49
912963,0.82
912971,0.508
912998,0.837
913187,4.224
913195,4.18
913209,4.183
913217,4.25
913225,4.187
913233,4.22
913322,0.056
913349,0.106
913357,0.205
913373,0.129
913381,0.24
913403,0.578
913411,0.95
913632,0.172
913640,0.17
913659,0.169
913667,0.316
913675,0.32
913683,0.3
913691,0.455
913705,0.252
913713,0.201
913721,0.2
913748,5.56
913756,5.6
913764,5.516
913837,5.598
913934,0.064
913942,0.066
913969,0.075
913977,0.941
915005,3.935
915048,14
915722,0.16
915889,0.56
916345,1.28
916353,1.609
916442,1.54
916450,1.517
917391,0.687
917456,0.646
917464,1.1
917472,0.881
917480,0.94
918117,0.062
918125,0.11
918206,0.87
918214,0.776
918222,0.908
918249,1.58
918257,1.58
918265,1.625
918281,2.5
918303,1.18
918311,1.756
918370,0.14
918389,0.14
918397,0.142
918400,0.136
918508,0.085
918516,0.089
918575,0.94
918583,1.734
918591,0.68
918621,1.746
918656,0.599
918664,1.28
918672,0.251
918788,0.235
918826,0.965
918850,1.156
918869,1.625
918877,1.583
918885,0.75
918893,0.75
918907,0.75
918915,1.437
918923,1.437
918931,1.437
920144,1.616
920152,1.403
920233,0.865
920241,0.116
920268,0.14
921247,3.2
921263,2.98
921530,1
924037,0.635
924118,1.633
924134,1
924142,4.963
924231,1.144
924634,0.328
924642,1.401
924650,8.5
924669,8.5
924677,3.28
924685,3.015
924693,1.26
924707,1.264
924766,1.433
924782,8.906
924820,5.523
924839,24
924847,0.198
924855,0.195
924863,0
924867,3.935
924871,0
924875,8.142
924891,3.765
924898,0.028
924928,0.263
925001,0.1
925028,0.01
925036,0.022
925044,0.067
925052,0.064
925060,0.02
925079,0.01
925087,0.021
925133,0.02
925168,0.06
925176,0.04
925184,0.1
925192,0.22
925206,0.419
925214,0.31
925222,0.181
925737,0.04
925745,0.045
925749,0.09
925753,0.095
925757,0.096
925761,0.098
925765,0.031
925781,0.04
925788,0.073
925796,0.048
925812,0.64
925818,0.386
925820,0.376
925842,0.294
925850,0.486
925854,1.188
925862,1.14
925869,0.54
925870,0.116
925877,0.071
926163,0.054
928857,3.677
928859,6.85
928865,0
928867,10.45
928873,11.55
A90003,4.559
B90016,3.955
B90024,4.626
C90002,7.24
C90010,4.914
D90007,5.028
D90015,6.5
D90023,8.006
F90006,5.174
F90014,3.892
F90022,3.81
H90000,5.24
H90019,3.644
H90027,3.828
J90013,4.869
J90021,3.868
KC782-12,0.15
L90004,4.4
L90012,6.835
L90020,4.7
M90009,6.98
M90017,3.841
M90025,4.453
885992,0.372
SCL200,0.1
SCS250D,0.1
XPCC100,0.1
7-159000,0.71
CTR356,1.05
LC1280XLVAL,0.1
ET1933T8,0.214
ET1966T8,0.474
ET2566T6,0.478
1563151,0.624
XSAPP80-36,0.1
DK320/302J393033,0.1
S0705570,0.065
S0705610,0.08
J82-M5450-KIT,0.35
4162-102,0.1
TC401,0.2275
TC402,0.6
JF333/592-10186,0.1
1310,0.1
71461-00001M,0.069
CC-01-000,0.72
H520F-409-GQ,0.324
H510A-401-GU,0.27
PD01000,0.8
1004157,0.417
4540A-411-SV,0.398
71461-00003M,0.06
ES-01-001,0.398
PP-01-002,0.69
12057675,1.12
1024022,1.04
1806036,0.02
2203028,0.164
2203029,0.457
6689,6.78
89960,0.14
1016261,1
2404020,0.26
89950,0.206
89980,0.22
89970,0.228
BDC000,0.1
MX51GTYA,0.75
C7722CX,1
C7722YX,1
SS0721E,3.2
8405/00,0.02
100080725,2.45
AS1023CD,7.4
AD24UK,0.001
S042167,0.1
LFH3215/00,0.16
40015,0.1
40069,0.18
BL27-A,0.13
BL27-C,0.137
AS610C,3.7
45009,9.6
45010,9.3
45008,0.1
RB1-9526,0.1
83544-02,0.1
IR40T,0.01
2102577,1
4400318,0.362
2515723,0.1
4400317,0.362
PFA832,1.079
11652,0.169
11651,0.176
PLA PO 4594,1
PLA PO 4841,0.92
2103500,43
2103250,21.1
S0921680,0.1
A07384,1.78
100080817,0.3175
100100788,1
100104036,2.891
100105005,3.68
100204614,0.122
100204630,0.07
100204765,0.08
100204771,0.1
100204941,0.118
100204963,0.04
100205063,0.14
100205075,0.052
100206995,0.17
100080057,0.76
100080058,0.906
100080791,3.999
100080792,3.84
100080800,4.73
100080802,3.832
100080803,3.62
100090117,2.7
100090118,1
100090119,1
100090121,1
100090122,1
100090124,2.74
100090126,3.175
100090128,3.22
100090133,2.523
100090137,2.94
100090138,1.565
100090139,1.7
100090140,1.415
100090141,1.48
100090142,1.111
100090203,2.747
100090204,2.828
100090207,2.76
100090216,5.035
100090217,4.917
100090218,5.112
100090219,4.309
100090220,4.839
100090221,4.873
100090222,4.982
100090223,5.058
100090233,4.998
100090234,4.856
100090237,5.14
100090243,3.1
100090260,2.39
100090265,2.88
100090268,1.361
3301/01,1.542
AMCA_200LMF,0.34
S0909530,0.123
S0909540,0.12
S0909550,0.066
S0909580,0.1175
18C4170,0.1
TA322,0.454
VZ201,0.091
VZ270,0.063
LC811,1.034
UG3390,1.11
UG3391,0.235
1444964,0.255
1444965,0.249
9270401,0.1
S0901330,0.109
3078DN,0.1
1002656,1.43
1036186,0.819
1002657,1.68
1036184,0.467
1036185,0.787
1002655,1.143
8118/01,0.44
81275401,0.104
GL199,0.145
SA150,0.18
400008414,2.735
229101201,0.18
SA100,0.19
SA151,0.1
7517907,0.839
400008415,3.062
400008436,3.12
81275377,0.21
81275463,0.196
8BA4001,0.57
400008430,2.692
400008439,3.208
81275396,0.046
8BA4008,0.57
GL190,0.1
SA106,2.04
895933,0.218
7517904,0.816
7517961,5.3
400008413,2.354
400008434,1.556
81275378,0.316
SA155,0.271
7517938,0.837
400008411,2.8
400008431,2.767
1765029EU,1.596
81275383,0.601
81275443,0.282
8BA4007,0.575
SA105,0.28
SA156,1
400008412,3.02
400008432,2.68
81275459,0.08
229101203,0.157
7517920,0.84
100080772,0.307
400008418,3.594
400008438,3.22
2103035,104.9
81275429,0.144
81275454,0.053
229101202,0.161
GL131,5.68
SA101,0.1165
400008417,3.23
400008437,3.06
2103026,0
2103047,115
2-11-987,0.05
2103009,0.1
TAE511009,0.5375
680-SHVR200,0.04
7782,0.07
2402057,1.9
1765028EU,1.1
2103039,115
2103025,8.2
R330-12SSCY,0.51
2405093,1.141
1293A,0.105
FCECO4860EP,1
2103080,10.58
655-12SSCY,0.839
2402056,2.784
2301938,0.332
2103060,9.756
TAE510229,0.36
654-12SSCY,0.488
6353,1
2405095,0.696
S0949870,0.665
FCECO4851EP,1
1243Y,0.273
S0949860,0.7
FCECO3648EP,1
6350,0.96
7784,0.36
1463628,0.012
2405094,0.289
2301942,0.339
S0949850,0.658
2301946,0.145
S0949820,0.37
FCKAB40120,2.058
PDSA3Z,0.48
7517937,0.85
Z1945,0.024
100082425,1.68
100082430,1.69
S0920470,0.18
S0920450,0.173
S0920430,0.173
9780010000000,0.177
6663,7.1
633024,0.368
HS109,0.077
HS102,0.106
HS100,0.098
6351,0.54
CR324A,0.1
CE988-67902,0.1
1901103,0.408
AXPOSCT_FULL,0.1
LFH5220/00C,0.1
6778,5.164
6771,11.62
457485,0.7585
593-11023/8PKJM,0.1
S042169,0.1
IS-DG3-256-500,0.4575
IS-DG3-256-1000,0.4625
S0793780,0.683
MX-310HB,0.1
8706142,0.1
100080765,0.77
100080764,0.66
12019670,1.06
12019900,0.712
12019859,0.66
12019858,1
STE161,0.1
841179,0.1
9450-29-707-102,0.6125
LU1397001,0.1
9450-25-707-102,0.5975
BCI-8PC,0.1
V4511110E000,1.222
43235MPB10,0.085
EL331ERB,0.174
1402690,0.1
12138013,0.555
12151864,0.499
12165415,0.554
B2242042,1.57
FX85GT,0.221
CLT-W504S/SEE,0.1
100090129,2.856
100090130,3.56
100090131,3.56
100090145,2.52
100090146,2.651
100090147,2.92
100090148,2.68
100090149,2.66
100090150,2.66
100090153,1.94
100090154,1.92
100090155,1.875
100090158,2.12
100090159,2.401
100090160,2.418
100090162,2.159
100090163,2.16
100090244,2.9
100090247,2.604
100090254,3.532
100090256,1
100090258,3.22
12188146,0.285
LY0460001,0.1
LY0459001,0.1
405532/405540,0.1
405535/405543,0.1
405534/405542,0.1
8877191,0.26
LC1280XLRBW,0.1
CIT3000044,0.1
8373602,0.301
8373612,0.298
8373632,0.315
E0451003,0.1
106326,0.039
HPD0316,11.7
DS-700C,6.406
CRC80246,1
6.33809E+11(1),0.419
13227-00000M,0.038
9312A,0.22
TR-01-000T,1
207b,12.84
1100B,0.773
El-501x,0.166
601866,0.215
EC-01-000,0.5
9322A,0.23
UF-01-000,0.51
13225-00000M,0.046
601864,0.2
9332A,0.241
7151200,0.044
H510F-404-GU,0.294
7150700,0.048
E61es,0.008
7151201,0.02
HRXS7A-01,0.566
487301,0.28
487323,0.269
8294,0.28
8434/19,0.555
BP-127761H,1
1709785400,2.165
1709760400,1.992
5244/19,0.132
8280,0.678
999197996,0.206
8404/02,0.001
811806,0.42
8435/19,2.025
BP-127762H,4.899
S0901320,0.11
20054,0.001
575719,0.281
8284,1
8406/00,0.024
575902,0.18
8433/19,0.529
8438/19,0.386
S0901340,0.04
575602,0.48
8405/02,0.045
469101205,0.18
1443252,1.234
1444600,0.282
1443169,0.302
1443357,0.239
469101209,0.18
1443254,0.295
1443266,0.5
1443268,1.224
130 46,0.064
319LMF9,0.24
1443304,1.24
132 46,0.12
636106,0.121
9672,0.167
100025220,4.471
100080885,0.206
100081033,0.421
100080748,0.104
636105,0.243
469101204,0.18
1443251,0.304
633157,0.3
632918,0.001
6904,0.922
84143,1.066
9673,0.16
100080923,0.071
100081034,0.435
100090025,2.249
9671,0.168
100080884,0.2
100081032,0.42
100080931,0.302
100080519,1.96
100081035,0.42
100090054,1
100081036,4.61
100090018,1
100090241,3.17
100092110,2.508
100081030,0.425
100081052,0.105
100090020,2.33
100090036,2.003
100090049,2.24
100090024,1
100090039,2.218
100090052,1
100090330,0.836
100092107,2.5
92147,1.82
100081031,0.429
100090022,2.284
100090037,2.1
100090050,1
100090278,2.69
100090023,2.33
100090038,2.04
100090288,2.148
100090035,1.995
100090048,2.198
100090267,2.442
100092111,2.488
100204622,0.058
203408,0.4
400007437,0.1
A45000011,1
B1092909,4.82
2102574,1.088
100206551,1.32
205831,0.16
400007500,0.225
A45000091,1
100092109,2.567
100200689,0.997
100204618,0.175
100206548,1.252
202908,0.79
400007436,0.08
100204600,0.288
100204881,0.13
100209108,0.22
400007241,0.053
400007507,0.17
B1045709,4.4
100204880,0.06
100208957,2.72
400005630,1.178
400007504,1
B1045708,4.44
2102562,0.204
S0793550,0.04
100204779,0.124
205830,0.08
400007438,0.215
12280,0.737
78617,2.92
FG781588PLAT,1
Q745-00,0.28
54292,0.075
B1042809,4.396
7818-88,1
Q850-00,0.09
11167,0.061
B1045714,4.58
2102573,0.91
S0793840,0.869
FG440100BLA,10.481
FGSO12SSSPL,12.7
54291,0.045
FGR1536SSSGL,1
Q853-00,0.18
53905,0.078
100340265,1.794
100090053,1
100092108,2.509
100204616,0.14
100206547,1.331
400007502,0.12
B1045703,4.52
2102336,0.461
S0793490,0.096
FGR1450PLEGN,1
Q851-00,0.056
14639,0.022
202308,0.835
400007246,0.12
B1045713,4.589
FG430000BLA,4.921
FGR2350PLEGN,1
R050836,1
54290,0.037
83541,0.023
100340268,2.24
FGR1536EGLBK,11.86
Q852-00,0.32
Q775-00,1
54293,0.1
100340495,1.95
100340603,9.9
100340026,0.4
100340601,9.76
100340450,2.8
54294,0.093
100340402,4.44
100340558,6.72
NPR1000032,3.127
100340022,0.06
100340422,2.135
100340571,0.919
67235,0.2
9685,0.26
680-RDEU,0.009
680-YEEU,0.004
ET2533T6,0.195
9684,0.26
9-1933R14C38,1.11
90259,0.087
9682,0.22
4400320,0.274
90258,0.087
9793,0.263
4400326,0.716
4400334,1
1468TNS-MIX,0.092
90257,0.134
9792,0.24
4400323,0.387
4400322,0.324
4400330,1
9794,0.28
11550,1
4400328,1
4400336,1
93731,0.08
125-0342,0.152
9683,0.24
4400321,0.32
67237,0.28
9791,0.228
4400324,0.418
4400332,1
131-0400,0.914
5027,1.19
125-0325,0.182
12450,0.78
296190 PK10,0.34
929968,0.35
111-0378,0.32
124-0422,2
131-0411,0.036
5025,0.61
929846,5.25
929888,0.083
929984,1.3
930124,7.789
930287,1.462
12455,1.208
297870 PK10,0.206
926155 Pk12-DNU,3
929870,1.114
929969,0.782
930114,6.814
930156,5.702
930272,1.515
930318,12.74
4899L10,0.642
929838,4.967
929879,1.118
929976,0.76
930116,6.046
930172,5.639
930279,2.98
930108,1.26
930148,5.98
930264,2.88
930310,3.82
930504,1.115
652688,2.96
929943,0.6
929993,0.92
930140,6.048
930261,6
930302,1.447
100331156,3.76
57422,0.237
929852,1.116
929985,0.94
930130,6.976
930183,3.38
930299,1.489
930708,1.074
930515,1.405
131-0399,0.816
930728,0.93
100331157,4.18
652621,4
929854,1.11
929896,0.05
929992,1.338
930132,7.8
930191,3.398
930300,2.8
930724,1.85
5026,1.99
4899P10,0.615
929844,1.105
929887,1.111
929977,0.96
930122,0.35
930280,2.88
932211,2.1
932214,0.575
932198,1.03
932203,1.195
932229,0.55
933004,4.152
932192,0.54
932230,1.015
933007,4.418
933058,4.84
933096,5.38
933012,4.455
933101,4.895
933023,4.45
933074,5.471
933119,7
933015,4.398
933066,4.94
933104,7.08
933054,4.86
933135,5.644
933031,4.142
933082,5.351
932206,1.546
932222,1.125
933038,4.98
933088,5.198
933127,6.489
933070,4.429
933112,6.89
96791,0.12
089 55,23
ET410/10.MP arn,1
1446875,0.023
ET408/06 BC arn,1
29099,0.053
29100,0.086
196BK,0.08
069 55,17
ET408/06.SL arn,1
441,5.5
K90-01,0.104
ET410/19.MP arn,1
FL1240007,3.415
29195,0.02
198TN,0.6
BS005,0.012
197TN,0.34
SPA4,3.4
BS002,0.096
HS106,0.068
HS103,0.08
KS011,0.193
HS110,0.14
SP123PP,0.03
197G,0.3
197BK,0.24
80302,14
P093PP,0.038
SP056PP,0.105
198BK,0.692
347899,0.515
BS004,0.02
HS108,0.08
SP122SAV,0.024
80201,1
606108,4.1
HS105,0.098
P087PP,0.028
HS104,0.104
KS012,0.44
CCBX2_BLS,0.466
HS101,0.12
KS010,0.24
SP84PVC,0.096
BS003,0.027
HS107,0.08
SP122PP,0.03
606105,1.854
12154583,0.348
CCB1_RDS,0.111
606204,2.715
ARROW1000NO_WHS,0.451
606112,2.38
81388,0.335
606206,2.372
CCB0_RDS,0.06
S0902061,0.158
80301,13.64
606203,2.656
ARROW1000_BLS,0.465
A06721,0.1
6984,0.877
5856,3.14
6775,7.135
6660,1
6657,5.641
SPC/BS02,1.816
SPC20136Y,0.449
SPCMB16G,0.984
SPCPY12F4,0.56
AEJ030-001-100,0.28
SPC/BUCKET01,1
SPC/HL05G,0.19
SPC/VZ20590,0.02
SPC20137Y,0.5
SPCMFC02B,0.321
SPC20137B,0.482
SPCMB16R,1.295
SPCSC0110,0.127
SPC/JT01,2.8
